wav_filename,wav_filesize,transcript
common_voice_ar_19216991.wav,132908,يبدأ الأطفال بالذهاب إلى المدرسة في سن السادسة
common_voice_ar_19216993.wav,59948,ليس غبياً
common_voice_ar_19216994.wav,62252,البقر يعطينا الحليب
common_voice_ar_19216995.wav,71468,أحب البيتزا كثيراً
common_voice_ar_19217011.wav,92972,إنها لا تعرف شيئاً عن عائلتك
common_voice_ar_19217015.wav,71468,سيسعدني رؤية ذلك
common_voice_ar_19217012.wav,63788,آمُلُ ذلك
common_voice_ar_19217026.wav,101420,إذا أمطرت غداً سأبقى في المنزل
common_voice_ar_19217028.wav,105260,لا يمكنك أن تسبح ، أليس كذلك ؟
common_voice_ar_19217027.wav,98348,أمضيت ساعتين و أنا أحفظ هذه الجملة
common_voice_ar_19217029.wav,86828,وصلت متأخراً ليلة أمس
common_voice_ar_19217030.wav,76844,سمعت تلك القصة من قبل
common_voice_ar_19217046.wav,72236,يقول الصدق دائما
common_voice_ar_19217047.wav,81452,أعطاني عمي سيارته
common_voice_ar_19217048.wav,157484,كونوا جميعاً يابني إذا اعترى خطب ولا تتفرقوا آحادا
common_voice_ar_19217050.wav,105260,نمت مباشرة بعد عودتي إلي البيت
common_voice_ar_19217051.wav,89900,أظن أنك محق
common_voice_ar_19217066.wav,100652,أولادي يحبون الحيوانات كثيراً
common_voice_ar_19217070.wav,66860,عندي قلم
common_voice_ar_19217068.wav,73772,ماذا ستفعل بها ؟
common_voice_ar_19217069.wav,99116,وصلت الطائرة في التاسعة بالضبط
common_voice_ar_19217317.wav,119084,أنا طالب في هذه المدرسة
common_voice_ar_19217318.wav,152876,تتكلم بتي إسبرانتو جيداً
common_voice_ar_19217320.wav,88364,كان الباب مفتوحاً
common_voice_ar_19217319.wav,96044,كنّا كلّنا متعبون
common_voice_ar_19217353.wav,73004,هل لي بكأس ماء ؟
common_voice_ar_19217349.wav,94508,أريد فنجاناً من الشاي
common_voice_ar_19217351.wav,77612,هل تسبح بسرعة أيضاً ؟
common_voice_ar_19217355.wav,99884,توم يحب الشاي أكثر من القهوة
common_voice_ar_19217368.wav,96812,هل تقبلين الزواج مني ؟
common_voice_ar_19217366.wav,73004,أخبرني ما حدث
common_voice_ar_19217369.wav,90668,الآباء يحبون أولادهم
common_voice_ar_19217377.wav,74540,هل من جديد ؟
common_voice_ar_19217370.wav,80684,أهم شيء أن تكن صبوراً
common_voice_ar_19217388.wav,77612,هذه كتبنا
common_voice_ar_19217385.wav,65324,أتلك درّاجتك ؟
common_voice_ar_19217380.wav,129836,عادة أرجع إلى البيت في الساعة الرابعة
common_voice_ar_19217390.wav,76844,الأرض كروية
common_voice_ar_19217425.wav,102956,و لكنني أعيش في طوكيو الآن
common_voice_ar_19217428.wav,132908,إن أفضل وسيلة لاستحضار ما غاب أن تتجاهله
common_voice_ar_19217429.wav,63020,سررت بعودتك
common_voice_ar_19217431.wav,82988,ستتأخّر على العشاء
common_voice_ar_19217447.wav,53804,هذا كتاب
common_voice_ar_19217430.wav,58412,لي أخت واحدة
common_voice_ar_19217449.wav,74540,لحسن الحظ لم يتأذ أحد
common_voice_ar_19217450.wav,60716,كتبت كتاباً عن الطيور
common_voice_ar_19217499.wav,94508,تركت قفازيها في السيارة
common_voice_ar_19217497.wav,96044,لم أُنهِ واجباتي بعد
common_voice_ar_19217498.wav,68396,من هناك ؟
common_voice_ar_19217501.wav,115244,بالمناسبة ، هل زرت هوكايدو من قبل ؟
common_voice_ar_19217534.wav,126764,ستنطلق طائرتي عند الساعة السادسة
common_voice_ar_19217536.wav,126764,سأقوم بذلك شرط أن تساندني
common_voice_ar_19217537.wav,96044,إنها تأكل تفاحة
common_voice_ar_19217538.wav,89132,أصبت بالزكام
common_voice_ar_19217552.wav,83756,فقدت محفظتي
common_voice_ar_19217553.wav,84524,إنه يكتب رسالة طويلة
common_voice_ar_19217554.wav,83756,أنا متعب الآن
common_voice_ar_19217556.wav,81452,أود أن أعرف اسمها
common_voice_ar_19217555.wav,147500,هل سيأتي ؟  ،  لا ، لا أعتقد ذلك
common_voice_ar_19217565.wav,75308,إتفقوا على سعر
common_voice_ar_19217564.wav,105260,زار كِن إنجلترا من قبل
common_voice_ar_19217567.wav,99116,إغسل أنت الصحون يا بِن
common_voice_ar_19217568.wav,79916,أنا لم أفهم
common_voice_ar_19217574.wav,75308,أغلق عينيك
common_voice_ar_19217575.wav,86828,لنساعد بعضنا
common_voice_ar_19217577.wav,63020,ما ألطفك
common_voice_ar_19217576.wav,102188,عاد بوب إلى البيت متأخراً
common_voice_ar_19217578.wav,92204,حلمت بحلم غريب ليلة الأمس
common_voice_ar_19217585.wav,89132,الإنجليزية لغة عالمية
common_voice_ar_19217584.wav,112940,أحتاج بصلة واحدة فقط لهذه الوصفة
common_voice_ar_19217586.wav,105260,إحمل الطاولة إلى الخارج من فضلك
common_voice_ar_19217587.wav,104492,ليس هناك ما يمكنني فعله
common_voice_ar_19217589.wav,78380,طلبت النجدة
common_voice_ar_19217590.wav,130604,استيقظ بيل باكراً ليلحق بأوّل قطار
common_voice_ar_19217592.wav,96812,أنت محق تماماً
common_voice_ar_19217591.wav,127532,إنك تحب الإنجليزية ، أليس كذلك ؟
common_voice_ar_19217617.wav,95276,لا أذكر أين اشتريتها
common_voice_ar_19217593.wav,96812,استمر المطر ثلاثة أيام
common_voice_ar_19217615.wav,115244,إنها تأمل أن تصبح مصممة أزياء
common_voice_ar_19217620.wav,86060,أشعر أني رشيق
common_voice_ar_19217621.wav,103724,ذهبت إلى المستشفى البارحة
common_voice_ar_19217618.wav,116780,لن يستطيع المجيء لأنه مريض
common_voice_ar_19217633.wav,79148,ظل يركض
common_voice_ar_19217631.wav,96812,القطة على السجادة
common_voice_ar_19217635.wav,159788,تستطيع معالجة السرطان اذا أكتشف في المراحل الأولى
common_voice_ar_19217636.wav,109100,ليتني كنت أعرف أين هو
common_voice_ar_19217685.wav,93740,لدي سؤال
common_voice_ar_19217638.wav,94508,العصافير تطير
common_voice_ar_19217684.wav,105260,أتدرس اللغة الإنجليزية ؟
common_voice_ar_19217686.wav,119084,أيمكنني استخدام بطاقة إئتماني ؟
common_voice_ar_19217687.wav,107564,هل عندك الفاتورة ؟
common_voice_ar_19217712.wav,74540,و بعد قليل أتى
common_voice_ar_19217715.wav,112172,لا يعرف أحد اِسمه الحقيقي
common_voice_ar_19217714.wav,105260,أود الدراسة في باريس
common_voice_ar_19217717.wav,86060,هل تعرف من هي ؟
common_voice_ar_19217718.wav,106796,على أيّ حال ، ليس ذلك مهماً
common_voice_ar_19217726.wav,82988,عليك أن تذهب
common_voice_ar_19217724.wav,100652,بيل صديقي المفضل
common_voice_ar_19217727.wav,115244,تبعد عن باريس خمسين كيلومتراً
common_voice_ar_19217725.wav,103724,أمشي إلى المدرسة دائماً
common_voice_ar_19217728.wav,96044,هل عندك سيارة ؟
common_voice_ar_19217774.wav,89132,عليك أن تقوم بالواجب
common_voice_ar_19217775.wav,122156,اِشتريت سيارة رياضية حمراء
common_voice_ar_19217776.wav,90668,أعدت العشاء بنفسها
common_voice_ar_19217777.wav,124460,نحن مضطرون للتوقف عن تنفيذ خطتنا
common_voice_ar_19217778.wav,101420,لا أدري إن كانت ستأتي
common_voice_ar_19217835.wav,110636,لنأكل في مطعم كتغيير
common_voice_ar_19217836.wav,97580,من ذلك الشخص ؟
common_voice_ar_19217837.wav,103724,أحضر لي المقص من فضلك
common_voice_ar_19217834.wav,148268,يوجد في هذا المتجر حلوى أكثر من المتجر الآخر
common_voice_ar_19217935.wav,89900,أيّ طالب خرج ؟
common_voice_ar_19217936.wav,102188,المغنيزيوم عنصر كيميائي
common_voice_ar_19217938.wav,69932,هل فهمت ؟
common_voice_ar_19217937.wav,99116,كل شيء يحدث لسبب ما
common_voice_ar_19217939.wav,82988,إنه يعرفنا جيداً
common_voice_ar_19217944.wav,97580,أطفأ رجال الإطفاء الحريق
common_voice_ar_19217946.wav,84524,ما ثمن هذه القبّعة ؟
common_voice_ar_19217945.wav,103724,أعتقد أنك شخص لطيف حقاً
common_voice_ar_19217947.wav,78380,كنتَ مشغولاً
common_voice_ar_19217952.wav,84524,ارسم لي خروفاً
common_voice_ar_19217950.wav,76844,جلست بجانبي
common_voice_ar_19217953.wav,102956,كلما تقابلا بدآ بالجدال
common_voice_ar_19217949.wav,106796,قيادة السيارة أمر ممتع
common_voice_ar_19217961.wav,84524,أمي تكبر أبي عمراً
common_voice_ar_19217960.wav,75308,هل لديك حمى ؟
common_voice_ar_19217959.wav,133676,كم من الوقت استغرقك لتترجم هذا الكتاب ؟
common_voice_ar_19217962.wav,138284,أستراليا لديها مجموعة متنوعة من الحيوانات
common_voice_ar_19217963.wav,87596,بالكاد لم يصدّقها أحد
common_voice_ar_19217969.wav,85292,عن من تتحدث ؟
common_voice_ar_19217970.wav,92204,الجو مشمس اليوم
common_voice_ar_19217972.wav,99116,أتدرس الإنجليزية ؟
common_voice_ar_19217971.wav,151340,الإنجليزية لغة صعبة ، أليس كذلك ؟
common_voice_ar_19217984.wav,99884,الكلب صديق الإنسان الوفي
common_voice_ar_19217973.wav,127532,أطفأ التلفاز لا يمكنني التركيز
common_voice_ar_19217986.wav,89132,هذا كتابك
common_voice_ar_19217988.wav,82988,لديك ثلاثة أقلام
common_voice_ar_19217989.wav,97580,لماذا هو موجود هنا ؟
common_voice_ar_19217990.wav,86060,تبدو متعباً للغاية
common_voice_ar_19217991.wav,112172,لقد كنا قريبين جداً في تلك اللحظة
common_voice_ar_19217993.wav,78380,أنا في عجلة من أمري
common_voice_ar_19218009.wav,80684,متى ستذهب ؟
common_voice_ar_19218011.wav,68396,لا تأت هنا
common_voice_ar_19218010.wav,152876,لم يكن بإمكانهم فعل شيء إلا الوقوف والمشاهدة
common_voice_ar_19218012.wav,112940,ما الذي جاء بك إلى هنا باكراً هكذا ؟
common_voice_ar_19218013.wav,84524,سؤال جيد
common_voice_ar_19218029.wav,84524,حصل أغرب من ذلك
common_voice_ar_19218030.wav,69932,لا مشكلة مطلقا
common_voice_ar_19218031.wav,105260,لا بد أن آندي تمرن كثيراً
common_voice_ar_19218032.wav,123692,إذا أردت أن تطاع فأمر بما يستطاع
common_voice_ar_19218034.wav,117548,عثرت على كرة في الحديقة
common_voice_ar_19218035.wav,63788,و أنت ؟
common_voice_ar_19218036.wav,112172,احترم نفسك و سيحترمك الآخرون
common_voice_ar_19218038.wav,100652,هناك الكثير من الغزلان في نارا
common_voice_ar_19218037.wav,101420,اشترت لي أمي فستاناً جديداً
common_voice_ar_19218041.wav,102956,تشرب كايت الكثير من الحليب كل يوم
common_voice_ar_19218054.wav,96044,هذا الكتاب سيفي بالغرض
common_voice_ar_19218043.wav,79916,متى ستبدأ ؟
common_voice_ar_19218042.wav,125996,هذا الفلم يستحق المشاهدة لمرة ثانية
common_voice_ar_19218055.wav,75308,عندي ابنا خالة
common_voice_ar_19218056.wav,82220,إنها غاضبة عليّ
common_voice_ar_19218058.wav,112940,واحد زائد اثنان يساوي ثلاثة
common_voice_ar_19218079.wav,96044,رفع قبّعته اِحتراماً
common_voice_ar_19218057.wav,131372,الكبار فقط بإمكانهم مشاهدة ذاك الفلم
common_voice_ar_19218080.wav,103724,تمثال الحرية هو رمز لأمريكا
common_voice_ar_19218081.wav,88364,نظرت الفتاة حولها
common_voice_ar_19218082.wav,62252,هل أنت جائع ؟
common_voice_ar_19218083.wav,129836,هل توجد مسارات مخصصة للدورة في مجتمعك؟
common_voice_ar_19218094.wav,106028,علي كان يرتدي ربطة عنق
common_voice_ar_19218095.wav,86060,لم لا تزُرنا ؟
common_voice_ar_19218096.wav,93740,يناسبك اللون الأخضر
common_voice_ar_19218098.wav,112172,من فضلك أضف اسمي إلى اللائحة
common_voice_ar_19218097.wav,70700,هذا الولد طيب
common_voice_ar_19218115.wav,60716,ليس بعيداً
common_voice_ar_19218110.wav,138284,أردتُ مرّةً أن أتخصّصَ في الفيزياء الفلكيّة
common_voice_ar_19218118.wav,103724,وأخيرًا وجدت مفاتيحها المفقودة
common_voice_ar_19218117.wav,91436,إن غدا لناظره قريب
common_voice_ar_19218130.wav,94508,الرياضة مفيدة للصحة
common_voice_ar_19218132.wav,86828,يصعب عليّ تصديق ذلك
common_voice_ar_19218131.wav,82988,لقد قابلته
common_voice_ar_19218134.wav,79916,سترى الفرق
common_voice_ar_19218142.wav,83756,أين الحمام ؟
common_voice_ar_19218143.wav,94508,خرج الوضع عن سيطرتي
common_voice_ar_19218140.wav,86060,هل سلّمت تقريرك ؟
common_voice_ar_19218163.wav,106028,لدي صديق يعيش في سابورو
common_voice_ar_19218144.wav,112172,اِصعدوا الباص واحداً تلو الآخر
common_voice_ar_19218165.wav,79916,سمع صرخة
common_voice_ar_19218167.wav,112940,أخذت مايوكو قضمة من تفاحتي
common_voice_ar_19218169.wav,94508,نحتاج إلى المال لفعل أي شيء
common_voice_ar_19218172.wav,116012,كان الجو حاراً جداً عصر اليوم
common_voice_ar_19218187.wav,86828,من الممكن أن لا تأتي
common_voice_ar_19218188.wav,77612,لم يساعدني أحد
common_voice_ar_19218186.wav,106796,كان هناك الكثير من الناس في الغرفة
common_voice_ar_19218189.wav,100652,وكان هناك كلب ينبح
common_voice_ar_19218205.wav,82988,شعرها مبلول
common_voice_ar_19218206.wav,112940,غطاه الوحل من رأسه حتى قدميه
common_voice_ar_19218215.wav,82220,أتعرف ما الإجابة ؟
common_voice_ar_19218209.wav,105260,استمر المطر خمسة أيام
common_voice_ar_19218208.wav,186668,خسائرنا بين الشباب والشابات هناك تسبب لأمريكا بالغ الحزن و الألم
common_voice_ar_19218216.wav,90668,إنكم أولاد يافعين
common_voice_ar_19218217.wav,122156,ما الشهادة التي تخرجت بها من الجامعة ؟
common_voice_ar_19218230.wav,98348,سأساندك مهما حصل
common_voice_ar_19218219.wav,123692,كان ذلك على الأرجح ما أثّرَ على قرارِهِم
common_voice_ar_19218218.wav,144428,لا أستطيع أن أحتمل ذلك الصوت المزعج أكثر من ذلك
common_voice_ar_19218234.wav,70700,يحيا الملك
common_voice_ar_19218232.wav,78380,ألست متعباً ؟
common_voice_ar_19218236.wav,84524,أرني كيف تعمل
common_voice_ar_19218235.wav,151340,جيم ولد في العام الذي ولد فيه هو
common_voice_ar_19218245.wav,75308,علامَ تبحث ؟
common_voice_ar_19218249.wav,95276,تقاعدت السنة الماضية
common_voice_ar_19218246.wav,93740,متى سترجع إلى المنزل ؟
common_voice_ar_19218250.wav,124460,لدي الكثير من الواجبات هذا اليوم
common_voice_ar_19218265.wav,96044,لا بد أنها غاضبة مني
common_voice_ar_19218267.wav,73004,التكرار أم الحفظ
common_voice_ar_19218268.wav,79916,هو لا يدخن
common_voice_ar_19218278.wav,99116,سيارتي مصنوعة في ألمانيا
common_voice_ar_19218279.wav,86828,سأذهب إلى الإجتماع
common_voice_ar_19218269.wav,198956,لقد بُنيت أهرام المايا ومعابدها الضخمة على نحو رائع باستخدام الأدوات الحجرية
common_voice_ar_19218281.wav,78380,أراك لاحقاً
common_voice_ar_19218284.wav,74540,رفضت عرضي
common_voice_ar_19218283.wav,119084,هناك نافورة ماء للشرب قرب ملعب التنس
common_voice_ar_19218299.wav,99116,سألني إذا كنت مشغولاً
common_voice_ar_19218298.wav,109100,لم أكن لأفعل ذلك من دون مساعدتك
common_voice_ar_19218300.wav,119084,تعرّض للإصابة عندما كان يلعب الركبي
common_voice_ar_19218323.wav,77612,لقد زرت روما
common_voice_ar_19218326.wav,109100,هل الشاطئ قريب من هذه المنطقة ؟
common_voice_ar_19218324.wav,116780,يمكنك أن تأخذ أحد الكتابين
common_voice_ar_19218301.wav,91436,من فضلك أعرني كتابك
common_voice_ar_19218302.wav,96044,فجأة بدأ المطر بالهطول
common_voice_ar_19218327.wav,98348,تفضّل البيت بيتك
common_voice_ar_19218354.wav,167468,لربما قابلته في مكان ما من قبل و لكني لا أذكر أين
common_voice_ar_19218355.wav,102956,طابت ليلتك أحلاماً سعيدة
common_voice_ar_19218353.wav,76076,ما الذي تريده ؟
common_voice_ar_19218356.wav,85292,أذهب كل سنة
common_voice_ar_19218357.wav,81452,أحدهم على الباب
common_voice_ar_19218367.wav,83756,يقيس حرارته
common_voice_ar_19218370.wav,108332,علي أن ألازم السرير طول اليوم
common_voice_ar_19218368.wav,102956,كان عمري ثماني عشرة سنة حينها
common_voice_ar_19218371.wav,98348,إنه جدير بأن يكون قائد فريقنا
common_voice_ar_19218378.wav,79148,من كتب الرسالة ؟
common_voice_ar_19218379.wav,86060,هل أضعت شيئاً هنا ؟
common_voice_ar_19218381.wav,75308,أحس بالخطر فهرب
common_voice_ar_19218396.wav,82988,أستساعدهم ؟
common_voice_ar_19218382.wav,107564,إنه يتكلم أكثر مما يجب
common_voice_ar_19218398.wav,85292,والان انظر الى انحراف الاشياء
common_voice_ar_19218400.wav,106028,هذه قصة جديدة بالنسبة لي
common_voice_ar_19218404.wav,81452,لا بد أن البلد جميل جدا
common_voice_ar_19218403.wav,95276,ذهب جون إلى فرنسا بالأمس
common_voice_ar_19218405.wav,107564,ذهبت إلى حديقة الحيوان البارحة
common_voice_ar_19218411.wav,92972,ذهب إلى المحل التجاري
common_voice_ar_19218406.wav,112172,كنت خائفاً من أن أضيع في الظلمة
common_voice_ar_19218409.wav,109100,مات أبي بسبب سرطان الرئة
common_voice_ar_19218410.wav,146732,بدت المنازل و السيارات صغيرة من بين السحاب
common_voice_ar_19218412.wav,112940,أعد الكتاب في أقرب فرصة ممكنة
common_voice_ar_19218424.wav,76844,أعتمد عليك
common_voice_ar_19218413.wav,91436,المواطن الجيد يحترم القانون
common_voice_ar_19218425.wav,112172,استمر الرجل بالكلام لمدة ساعة
common_voice_ar_19218426.wav,79916,أين رأيت الغلام ؟
common_voice_ar_19218427.wav,141356,آه لو كان بإمكاننا كلنا أن نتكلم جميع اللغات
common_voice_ar_19218428.wav,109868,أريد أن أشاهد الفيلم
common_voice_ar_19218430.wav,75308,انظر إلى الصورة
common_voice_ar_19218429.wav,79148,لمن هذا القلم ؟
common_voice_ar_19218433.wav,84524,يا له من طفل جميل
common_voice_ar_19218445.wav,108332,أُحَاوِلُ تَرْكَ مَكَانٍ لِلحَلْوَى
common_voice_ar_19218446.wav,129068,أهم شيء ، إهتم بنظامك الغذائي
common_voice_ar_19218449.wav,103724,ذهبت إلى السوق مرة في الأسبوع
common_voice_ar_19218448.wav,81452,خلع معطفه
common_voice_ar_19218447.wav,138284,كانت ترتدي حذاءً ذا لون بني غامق
common_voice_ar_19218460.wav,89900,السماء مليئة بالنجوم
common_voice_ar_19218461.wav,60716,هل تعرفك ؟
common_voice_ar_19058308.wav,117548,كنت جائعاً و عطشاً
common_voice_ar_19058310.wav,130604,ما أجمل هذه الحديقة
common_voice_ar_19058311.wav,117548,هل لي أن أستعير مقصك ؟
common_voice_ar_19058345.wav,136748,كل ما عليك هو إمضاء إسمك هنا
common_voice_ar_19058346.wav,119084,ارتجفت خوفاً
common_voice_ar_19058364.wav,126764,أشتم رائحة حريق يا أمي
common_voice_ar_19058377.wav,119084,الى متى سنقف مكتوفى الايدى
common_voice_ar_19058385.wav,99884,الأسد ملك الغابة
common_voice_ar_19058384.wav,159788,المشكلة هي أنني لم يكن لديّ ما أقوله له
common_voice_ar_19058386.wav,107564,هذا هو الخيار الوحيد
common_voice_ar_19058403.wav,149804,عادةً ما نفطر السابعة و النصف صباحاً
common_voice_ar_19058404.wav,130604,استمرت الحرب قرابة السنتين
common_voice_ar_19058405.wav,102188,أحب موسيقى الجاز
common_voice_ar_19058407.wav,145964,عصفور باليد خير من عشرة على الشجرة
common_voice_ar_19058433.wav,98348,توني ولد مهذب
common_voice_ar_19058423.wav,165164,بعض الناس يقرأون صحيفة وهم يشاهدون التلفاز
common_voice_ar_19058434.wav,122924,تزداد الحوادث يوماً بعد يوم
common_voice_ar_19058438.wav,94508,أبي رفض ذلك
common_voice_ar_19058451.wav,106028,كن هادئاً وقت الدرس
common_voice_ar_19058436.wav,73004,عفوًا
common_voice_ar_19058460.wav,184364,آخِرُ شخصٍ أخبرتُه فكرتي ظنّنِيْ مجنونًا
common_voice_ar_19058462.wav,98348,من رسم ذلك ؟
common_voice_ar_19058464.wav,119084,أرني شيئاً أرخص لو سمحت
common_voice_ar_19058463.wav,88364,اشتقت إليك
common_voice_ar_19058466.wav,92204,أتفق معك
common_voice_ar_19058461.wav,134444,أذكر أني بعثت الرسالة بالبريد
common_voice_ar_19058474.wav,144428,سأحاول مجدداً ، شكراً
common_voice_ar_19058476.wav,88364,تفضل بالدخول
common_voice_ar_19058475.wav,180524,أعلنت القوات الأمريكية انتهاء مهمتها في العراق
common_voice_ar_19058486.wav,107564,اختبأ توم تحت الطاولة
common_voice_ar_19058493.wav,86828,لونها أحمر
common_voice_ar_19058496.wav,126764,الإستيقاظ هو عكس النوم
common_voice_ar_19058494.wav,171308,كل ما عليك فعله هو حفظ هذه الجملة عن ظهر قلب
common_voice_ar_19058497.wav,149804,حتى الأطفال بإمكانهم قراءة هذا الكتاب
common_voice_ar_19058504.wav,88364,دعِ الأمر لي
common_voice_ar_19058503.wav,98348,مايك يسبح بمهارة
common_voice_ar_19058506.wav,119084,هل يحب توم الطماطم ؟
common_voice_ar_19058505.wav,109868,أردت الحذاء الأحمر
common_voice_ar_19058514.wav,122924,مشكلتك شبيهة بمشكلتي
common_voice_ar_19058513.wav,211244,سأكون قد درست الإنجليزية لخمس سنوات مع حلول فبراير المقبل
common_voice_ar_19058515.wav,132908,ابني الآن في المرحلة الثانوية
common_voice_ar_19058516.wav,145964,أين الملابس التي تحتاج إلى غسل ؟
common_voice_ar_19058517.wav,152108,ذاك بطريقة ما مُوَضَحٌ في النهاية
common_voice_ar_19058533.wav,136748,هذا أغبى ما قُلتُه على الإطلاق
common_voice_ar_19058534.wav,140588,جامعة النجاح الوطنية في نابلس
common_voice_ar_19058523.wav,263468,يحترم عالمنا قانوناً ذهبياً واحداً من يملك الذهب يضع القانون
common_voice_ar_19058535.wav,109868,الأرض تدور حول الشمس
common_voice_ar_19058536.wav,103724,هل ساعتك دقيقة الوقت ؟
common_voice_ar_19058544.wav,117548,تورمت قدميّ و يديّ
common_voice_ar_19058543.wav,86828,تبدو أحمقاً
common_voice_ar_19058546.wav,99884,أحب الورود الحمراء
common_voice_ar_19058553.wav,113708,أبي ماهر في قيادة السيارة
common_voice_ar_19058554.wav,109868,هل لديه كتب كثيرة ؟
common_voice_ar_19058570.wav,122924,قرأ الرسالة مرة بعد مرة
common_voice_ar_19058576.wav,107564,لا تنظر إلى الوراء
common_voice_ar_19058574.wav,94508,كوكب الأرض جميل
common_voice_ar_19058583.wav,103724,هل كلكم جاهزون ؟
common_voice_ar_19058585.wav,129068,لا تتردد تفضل بالكلام
common_voice_ar_19058586.wav,94508,ستحتاج إلى ذلك
common_voice_ar_19058603.wav,122924,أحتاج إلى إسعافات أولية
common_voice_ar_19058587.wav,136748,نضع العالم بين يديك
common_voice_ar_19058606.wav,103724,من الأحسن لك أن تصدق
common_voice_ar_19058613.wav,106028,من فضلك فكر في الأمر
common_voice_ar_19058614.wav,86828,نظّف غرفتك
common_voice_ar_19058616.wav,92204,غادر القطار للتو
common_voice_ar_19058617.wav,117548,ذهبت للتسوق مع صديق لي
common_voice_ar_19058623.wav,92204,هذا مكان المعركة
common_voice_ar_19058629.wav,88364,لم أنت مستعجل ؟
common_voice_ar_19058624.wav,186668,وكم علمته نظم القوافي فلما قال قافية هجاني
common_voice_ar_19058630.wav,94508,تذكرت الآن
common_voice_ar_19058627.wav,84524,ليس عندي وقت
common_voice_ar_19058632.wav,119084,هل أنهيت كتابة الرسالة بعد ؟
common_voice_ar_19058642.wav,115244,أفضل الخروج على البقاء في البيت
common_voice_ar_19058638.wav,102188,تبادلنا الأدوار في القيادة
common_voice_ar_19058647.wav,122924,من الأفضل لك ألّا تأكل كثيراً
common_voice_ar_19058661.wav,117548,هذا الكتاب كتبه طبيب
common_voice_ar_19058668.wav,88364,من كتب هاملت ؟
common_voice_ar_19058678.wav,122924,سنصل إلى لندن قبل حلول الليل
common_voice_ar_19058672.wav,184364,كل الرجال سواسية أمام القانون ، و أمام امرأة فاتنة
common_voice_ar_19058681.wav,136748,لم يتمكن من السيطرة على اعصابه
common_voice_ar_19058684.wav,84524,احترق الفندق
common_voice_ar_19058686.wav,75308,من أنت ؟
common_voice_ar_19058687.wav,98348,كان بوب سعيداً للغاية
common_voice_ar_19058688.wav,96044,أين تقع باريس ؟
common_voice_ar_19058698.wav,199724,يزيد سفاهة فأزيد حلما كعود زاده الإحراق طيبا
common_voice_ar_19058700.wav,90668,متى تلعب التنس ؟
common_voice_ar_19058702.wav,94508,ماذا لديك في جيبك ؟
common_voice_ar_19065481.wav,109868,هذا اجتماع مهم
common_voice_ar_19065482.wav,111404,نانسي تخاف من الكلاب
common_voice_ar_19065485.wav,107564,كانت أمها مدرّسة
common_voice_ar_19065483.wav,130604,أذكر أني لمحتها مرة على الطريق
common_voice_ar_19065488.wav,129068,استطاع أن يبني بيتاً صغيراً
common_voice_ar_19065492.wav,117548,بوب و توم أخوَيْن
common_voice_ar_19065490.wav,117548,أدريان يعرف كيف يقود
common_voice_ar_19065495.wav,145964,هل تريد نانسي أن تقتني كلباً ؟
common_voice_ar_19065498.wav,92204,أركض كل يوم
common_voice_ar_19065496.wav,159788,في فمي ماء وهل ينطق من في فيه ماء
common_voice_ar_19065499.wav,142124,هناك الكثير من المرضى لدى الدكتور سميث
common_voice_ar_19065502.wav,142124,هوايتي هي صنع مجسمات للطائرات
common_voice_ar_19065510.wav,111404,هوايتي جمع اللعب القديمة
common_voice_ar_19065500.wav,155948,واحدة من أهم هواياتي هو تسلق الجبال
common_voice_ar_19065512.wav,107564,أمس كان عيد ميلادي
common_voice_ar_19065515.wav,99884,لي أخ وحيد
common_voice_ar_19065514.wav,136748,أحب مشاهدة مبارايات كرة السلة
common_voice_ar_19065518.wav,102188,انقطعت الكهرباء
common_voice_ar_19065532.wav,107564,و كيف لك أن تعرف ؟
common_voice_ar_19065537.wav,117548,سمعت أنك لاعب تنس بارع
common_voice_ar_19065536.wav,122924,كم مرة تسافر إلى الخارج عادةً ؟
common_voice_ar_19065539.wav,84524,علينا الجلوس
common_voice_ar_19065544.wav,132908,هذا مكان الحادثة
common_voice_ar_19065548.wav,117548,ما الذي تفعله بوقت فراغك ؟
common_voice_ar_19065554.wav,109868,أسبق وذهبت إلى فرنسا ؟
common_voice_ar_19065556.wav,106028,ذاك البيت كبير
common_voice_ar_19065559.wav,94508,قفز من النافذة
common_voice_ar_19065558.wav,122924,لم أعرف كيف أجيب على سؤاله
common_voice_ar_19065560.wav,113708,أستمع إلى الراديو كل ليلة
common_voice_ar_19065561.wav,71468,هو عمي
common_voice_ar_19065562.wav,84524,ماذا لو فشِل ؟
common_voice_ar_19065570.wav,126764,ليس هناك ما هو أسوأ من الحرب
common_voice_ar_19065571.wav,98348,نعم ، بالطبع
common_voice_ar_19065572.wav,111404,لم يستطع الحصول على الوظيفة
common_voice_ar_19066821.wav,107564,ألديك واحد ؟
common_voice_ar_19066822.wav,126764,هل لي أن أستعير قاموسك ؟
common_voice_ar_19066823.wav,103724,هو أقوى منك
common_voice_ar_19068303.wav,129068,لم أتسلق جبل فوجي أبداً
common_voice_ar_19068306.wav,115244,يجب علي أن أذهب الآن
common_voice_ar_19068302.wav,207404,إذا الشعب يوماً أراد الحياة فلا بد أن يستجيب القدر
common_voice_ar_19068310.wav,111404,هاتان صورتان جميلتان
common_voice_ar_19068318.wav,80684,سُرق مالي
common_voice_ar_19068322.wav,99884,هناك عوامل كثيرة
common_voice_ar_19068319.wav,102188,بسرعة ، إلحق به
